,original,synonyms
1,illuminated,lit up
0,imbed,attach
1,imbed,dock
0,imbricated,jugate
1,imbricated,lapstrake
0,impassioned,ardent
1,impassioned,fervent
0,inbred,deep-seated
1,inbred,innate
0,inched,decrease
1,inched,diminish
0,included,admitted
1,included,combined
0,indebted,appreciative
1,indebted,beholden
0,indented,paragraphed
1,indented,sectioned
0,indentured,apprenticed
1,indentured,articled
0,indexed,A to Z
1,indexed,consecutive
0,inexperienced,immature
1,inexperienced,inept
0,infected,altered
1,infected,contaminated
0,inflamed,aroused
1,inflamed,angered
0,inflated,bloated
1,inflated,magnified
0,inflected,bend
1,inflected,buckle
0,infrared,cardinal
1,infrared,coral
0,ingot,bar
1,ingot,block
0,ingrained,deep-seated
1,ingrained,fixed
0,inhabited,developed
1,inhabited,owned
0,inspired,activated
1,inspired,animated
0,insulated,reclusive
1,insulated,sheltered
0,intended,calculated
1,intended,contracted
0,interallied,involved
1,interallied,married
0,interlaced,interlinked
1,interlaced,intertwined
0,intermitted,delayed
1,intermitted,suspended
0,interrelated,integral
1,interrelated,interdependent
0,intoxicated,drunken
1,intoxicated,tipsy
0,inured,addicted
1,inured,acclimatized
0,inversed,alter
1,inversed,backtrack
0,invoke,appeal to
1,invoke,conjure
0,involuted,hilly
1,involuted,undulating
0,inwrought,endemic
1,inwrought,indigenous
0,irised,lustrous
1,irised,pearly
0,ironfisted,acquisitive
1,ironfisted,avaricious
0,isolated,confined
1,isolated,deserted
0,jabbed,dig
1,jabbed,punch
0,jacketed,attire
1,jacketed,bundle up
0,jaded,bored
1,jaded,tired
0,jagged,broken
1,jagged,craggy
0,japanned,gild
1,japanned,lacquer
0,jellied,gluey
1,jellied,glutinous
0,jetted,zoom
1,jetted,flow
0,jihad,demonstration
1,jihad,expedition
0,jingled,clang
1,jingled,clatter
0,jointed,slaughter
1,jointed,carve
0,keeled,capsize
1,keeled,collapse
0,keened,groan
1,keened,growl
0,kept,conserved
1,kept,stored
0,khaki,amber
1,khaki,bay
0,kilt,balmoral
1,kilt,clothes
0,kindhearted,considerate
1,kindhearted,gracious
0,kindred,agnate
1,kindred,cognate
0,kiosk,booth
1,kiosk,newsstand
0,kismet,chance
1,kismet,destination
0,kitten,kitty
1,kitten,kit
0,knelt,bow
1,knelt,curtsey
0,knew,appreciate
1,knew,experience
0,knitted,crocheted
1,knitted,meshed
0,knobbed,belabor
1,knobbed,club
0,knobby,bumpy
1,knobby,knurled
0,knotted,braided
1,knotted,bunched
0,knurled,bumpy
1,knurled,coarse
0,kobold,gnome
1,kobold,gremlin
0,kolkhoz,kibbutz
1,kolkhoz,co-op
0,labored,arduous
1,labored,awkward
0,laced,stoned
1,laced,tipsy
0,lacerated,aching
1,lacerated,aggrieved
0,lade,douse
1,lade,load
0,lamented,bemoan
1,lamented,deplore
0,lanced,bore
1,lanced,cut
0,landed,upper class
1,landed,haves
0,lank,all skin and bones
1,lank,angular
0,lapped,lick
1,lapped,splash
0,lapsed,expired
1,lapsed,finished
0,laureated,cite
1,laureated,plume
0,lay,secular
1,lay,ordinary
0,layered,covered
1,layered,stratified
0,laze,loiter
1,laze,loll
0,leafed,frond
1,leafed,needle
0,led,administered
1,led,commanded
0,left,larboard
1,left,port
0,legged,amble
1,legged,escort
0,leisured,idle
1,leisured,inactive
0,lessen,abate
1,lessen,curtail
0,lettered,educated
1,lettered,knowing
0,levee,dam
1,levee,bank
0,levelheaded,balanced
1,levelheaded,dependable
0,licensed,accredited
1,licensed,approved
0,lidded,camouflaged
1,lidded,capped
0,lied,chant
1,lied,ditty
0,light,bright
1,light,luminous
0,lightheaded,bird-brained
1,lightheaded,changeable
0,lighthearted,buoyant
1,lighthearted,jolly
0,lightweight,featherweight
1,lightweight,incompetent
0,limelight,glare
1,limelight,prominence
0,lined,coated
1,lined,stuffed
0,linked,associated
1,linked,related
0,lionhearted,bold
1,lionhearted,courageous
0,lipped,brush
1,lipped,glance
0,lit,burning
1,lit,lighted
0,lived,alive
1,lived,animate
0,liveried,attire
1,liveried,bundle up
0,loaded,weighted
1,loaded,brimming
0,locked,closed
1,locked,sealed
0,locoweed,bhang
1,locoweed,cannabis
0,logged,set down
1,logged,write down
0,loggerheaded,boneheaded
1,loggerheaded,dense
0,lone,lonely
1,lone,sole
0,lopsided,one-sided
1,lopsided,unbalanced
0,lost,absent
1,lost,adrift
0,loudmouthed,bellowing
1,loudmouthed,big-voiced
0,loupe,eyeglass
1,loupe,hand glass
0,lowbred,barbaric
1,lowbred,churlish
0,lugged,borne
1,lugged,drifting
0,lunged,bound
1,lunged,leap
0,lynx,bobcat
1,lynx,wildcat
0,made,built
1,made,contrived
0,maggot,grub
1,maggot,worm
0,maid,au pair
1,maid,chambermaid
0,mailed,delivered
1,mailed,dispatched
0,maimed,crippled
1,maimed,damaged
0,makeweight,accompaniment
1,makeweight,addition
0,malcontented,bitching
1,malcontented,blue
0,malnourished,bulimic
1,malnourished,emaciated
0,manifested,embodied
1,manifested,
0,manifold,assorted
1,manifold,complex
0,mannered,pretentious
1,mannered,self-conscious
0,mantled,bloody
1,mantled,color
0,margin,edge
1,margin,limit
0,margined,bound
1,margined,define
0,marinated,bathe
1,marinated,brine
0,marked,considerable
1,marked,conspicuous
0,married,espoused
1,married,joined
0,masked,disguised
1,masked,cabalistic
0,masquerade,carnival
1,masquerade,circus
0,matted,disordered
1,matted,knotted
0,meager,insufficient
1,meager,mere
0,mealymouthed,affected
1,mealymouthed,deceptive
0,meed,amends
1,meed,atonement
0,meld,fuse
1,meld,merge
0,melted,blended
1,melted,tempered
0,memoried,memorized
1,memoried,anamnestic
0,meringued,stirred
1,meringued,whipped
0,mermaid,gnome
1,mermaid,goblin
0,meshed,crocheted
1,meshed,purled
0,met,massed
1,met,amassed
0,mettled,ardent
1,mettled,fiery
0,milled,formed
1,milled,hammered
0,minded,determined
1,minded,inclined
0,mirrored,characterized
1,mirrored,defined
0,misdeed,infringement
1,misdeed,misbehavior
0,misfield,botch
1,misfield,flub
0,misguided,confused
1,misguided,erroneous
0,misted,becloud
1,misted,befog
0,misthought,miscalculate
1,misthought,misconstrue
0,mixed,blended
1,mixed,different
0,mizzen,behind
1,mizzen,following
0,moke,burro
1,moke,horse
0,moneyed,affluent
1,moneyed,upscale
0,mooned,crescent
1,mooned,half-moon
0,moonlighted,filch
1,moonlighted,purloin
0,morose,cranky
1,morose,dour
0,mortified,bewildered
1,mortified,bugged
0,mothered,cradle
1,mothered,feed
0,motored,cruise
1,motored,drift
0,mottled,marbled
1,mottled,streaked
0,moulded,chisel
1,moulded,divide
0,mounted,seated
1,mounted,horsed
0,mouthed,eaten
1,mouthed,
0,muddleheaded,childish
1,muddleheaded,crazy
0,muffed,botch
1,muffed,flub
0,muffled,faint
1,muffled,muted
0,multicolored,checkered
1,multicolored,mottled
0,mummied,dwindle
1,mummied,shrink
0,muscled,able-bodied
1,muscled,competent
0,mused,brood
1,mused,cogitate
0,mushed,brush
1,mushed,glance
0,napped,furry
1,napped,hairy
0,nattered,chatter
1,nattered,call
0,naught,cipher
1,naught,nonexistence
0,needled,bored
1,needled,dented
0,neighbored,acquaintance
1,neighbored,friend
0,nethermost,basal
1,nethermost,base
0,netted,interwoven
1,netted,mesh
0,newfangled,contemporary
1,newfangled,fashionable
0,northbound,northward
1,northbound,arctic
0,notched,jagged
1,notched,rough
0,noted,acclaimed
1,noted,distinguished
0,nursemaid,ayah
1,nursemaid,baby-sitter
0,oared,drift
1,oared,navigate
0,obliged,compelled
1,obliged,duty-bound
0,offended,angry
1,offended,annoyed
0,oiled,buttery
1,oiled,creamy
0,oldfangled,ancient
1,oldfangled,archaic
0,omened,augur
1,omened,bespeak
0,openhanded,altruistic
1,openhanded,benevolent
0,openhearted,aboveboard
1,openhearted,bare-faced
0,opinionated,assertive
1,opinionated,cocky
0,oppressed,abused
1,oppressed,destitute
0,orang,chimpanzee
1,orang,gibbon
0,orbed,annular
1,orbed,arced
0,ordered,arranged
1,ordered,controlled
0,ossified,fossilized
1,ossified,hardened
0,outdated,antiquated
1,outdated,archaic
0,outed,away
1,outed,depart
0,outmoded,antiquated
1,outmoded,archaic
0,overbold,conspicuous
1,overbold,flagrant
0,overcrowded,jam-packed
1,overcrowded,full
0,overdose,exuberance
1,overdose,glut
0,overexerted,cripple
1,overexerted,disable
0,overfeed,augment
1,overfeed,broaden
0,overlaid,camouflaged
1,overlaid,capped
0,oversight,lapse
1,oversight,mistake
0,overwrought,frantic
1,overwrought,affected
0,paced,clip
1,paced,measure
0,paddled,oar
1,paddled,paddlewheel
0,pained,anguished
1,pained,distressed
0,painted,composed
1,painted,designed
0,paired,dichotomized
1,paired,double
0,paled,blanched
1,paled,bleached
0,palisade,barrier
1,palisade,bluff
0,palled,cloak
1,palled,shroud
0,palmed,eject
1,palmed,foist
0,pampered,comfortable
1,pampered,deluxe
0,panoplied,contend
1,panoplied,fight
0,papered,blood
1,papered,full-blooded
0,partitioned,free
1,partitioned,independent
0,pasted,cement
1,pasted,fasten
0,patterned,periodic
1,patterned,repetitive
0,payed,allowance
1,payed,compensation
0,peaked,ailing
1,peaked,emaciated
0,pecked,beak
1,pecked,dig
0,peeled,bald
1,peeled,exposed
0,pegged,called
1,pegged,conscript
0,pelleted,bunt
1,pelleted,deliver
0,pelt,wool
1,pelt,coat
0,penciled,address
1,penciled,compose
0,perfected,fulfilled
1,perfected,accomplished
0,perforated,broken
1,perforated,cloven
0,perfumed,fragrant
1,perfumed,scented
0,perished,buried
1,perished,deceased
0,permitted,acceptable
1,permitted,allowable
0,persuade,advise
1,persuade,assure
0,perturbed,bothered
1,perturbed,flustered
0,petrified,calcified
1,petrified,fossilized
0,physicked,aid
1,physicked,alleviation
0,picked,called
1,picked,conscript
0,pictured,blocked-out
1,pictured,delineated
0,pierced,broken
1,pierced,cloven
0,pigheaded,bullheaded
1,pigheaded,contrary
0,piked,acicular
1,piked,aciculate
0,pillared,add to
1,pillared,bolster
0,pimpled,besmirch
1,pimpled,bespatter
0,pined,ache
1,pined,crave
0,pinioned,affix
1,pinioned,bind
0,pinked,blush
1,pinked,coral
0,pinned,committed
1,pinned,hooked
0,piped,duct
1,piped,hose
0,pitted,arched
1,pitted,cleft
0,plaited,crease
1,plaited,flute
0,plated,gaudy
1,plated,gleaming
0,platted,fortify
1,platted,interweave
0,pleached,fuse
1,pleached,intertwine
0,pled,appeal
1,pled,ask
0,plicated,grow
1,plicated,increase
0,plighted,affianced
1,plighted,betrothed
0,plotted,definite
1,plotted,destined
0,plucked,clutch
1,plucked,cull
0,plumed,boast
1,plumed,brag
0,plummeted,collapse
1,plummeted,crash
0,pocketed,abridged
1,pocketed,canned
0,pointed,barbed
1,pointed,sharp
0,poke,jab
1,poke,blow
0,policed,file
1,policed,form
0,polished,gleaming
1,polished,glistening
0,polled,ballot
1,polled,count
0,polluted,attenuated
1,polluted,blended
0,pommeled,belabor
1,pommeled,club
0,pooped,beat
1,pooped,burned out
0,pored,foramen
1,pored,opening
0,positioned,established
1,positioned,occupying
0,possum,bandicoot
1,possum,euro
0,posted,displayed
1,posted,publicized
0,potted,bashed
1,potted,befuddled
0,pounced,leap
1,pounced,ambush
0,powered,mechanized
1,powered,mechanical
0,practiced,adept
1,practiced,proficient
0,precipitated,accelerate
1,precipitated,expedite
0,predisposed,biased
1,predisposed,minded
0,preferred,approved
1,preferred,favored
0,preformed,doom
1,preformed,intend
0,prejudiced,bigoted
1,prejudiced,discriminatory
0,prepossessed,biased
1,prepossessed,colored
0,pretended,affected
1,pretended,assumed
0,pretexted,camouflage
1,pretexted,conceal
0,pricked,cut
1,pricked,gash
0,prickled,crawl
1,prickled,creep
0,printed,engraved
1,printed,stamped
0,privileged,honored
1,privileged,powerful
0,proceed,advance
1,proceed,continue
0,produced,composed
1,produced,formed
0,profiteer,arriviste
1,profiteer,new money
0,pronged,angled
1,pronged,bifurcate
0,pronounced,clear-cut
1,pronounced,conspicuous
0,proportioned,comely
1,proportioned,curvaceous
0,protracted,continued
1,protracted,drawn-out
0,proved,demonstrated
1,proved,proven
0,provided,conditional
1,provided,contingent
0,puddled,amuse oneself
1,puddled,dabble
0,puffed,bloated
1,puffed,distended
0,pumiced,brush
1,pumiced,burnish
0,punctured,drained
1,punctured,exhausted
0,purebred,thoroughbred
1,purebred,full-blooded
0,pursed,pucker
1,pursed,close
0,pussyfooted,avoid
1,pussyfooted,creep
0,puzzled,baffled
1,puzzled,bewildered
0,quadrated,accord
1,quadrated,answer
0,quadruped,animal
1,quadruped,creature
0,qualified,accomplished
1,qualified,adequate
0,quarreled,argue
1,quarreled,bicker
0,quartered,arranged
1,quartered,fixed
0,quirk,aberration
1,quirk,characteristic
0,quivered,convulse
1,quivered,pulsate
0,radiated,broadcast
1,radiated,
0,ragweed,antigen
1,ragweed,dander
0,raid,arrest
1,raid,assault
0,ramified,confusing
1,ramified,convoluted
0,ran,dash
1,ran,fly
0,ranged,align
1,ranged,arrange
0,ranked,rated
1,ranked,arranged
0,rasped,abrade
1,rasped,bray
0,rattlebrained,addle-brained
1,rattlebrained,addle-headed
0,rattlepated,addle-brained
1,rattlepated,addle-headed
0,rawboned,angular
1,rawboned,gaunt
0,reasoned,comprehensible
1,reasoned,consistent
0,reassured,aided
1,reassured,animated
0,received,accepted
1,received,acknowledged
0,recollected,brought to mind
1,recollected,
0,redoubted,big-name
1,redoubted,distinguished
0,reduced,decreased
1,reduced,diminished
0,reed,fountain pen
1,reed,marker
0,reflected,echoed
1,reflected,emulated
0,reformed,reconstituted
1,reformed,reconstructed
0,registered,certified
1,registered,cataloged
0,reiterated,commonplace
1,reiterated,constant
0,relaxed,breezy
1,relaxed,calm
0,relieved,reassured
1,relieved,relaxed
0,relight,renew
1,relight,revitalize
0,renegade,reactionary
1,renegade,apostate
0,renowned,acclaimed
1,renowned,distinguished
0,rented,chartered
1,rented,contracted
0,repeated,copied
1,repeated,duplicated
0,replicated,copied
1,replicated,duplicated
0,repressed,confident
1,repressed,easygoing
0,reputed,alleged
1,reputed,assumed
0,reserved,aloof
1,reserved,cautious
0,resigned,satisfied
1,resigned,accommodated
0,restricted,barred
1,restricted,blocked
0,retarded,absurd
1,retarded,foolish
0,reticulated,convolute
1,reticulated,entwine
0,retired,elderly
1,retired,resigned
0,retracted,abandoned
1,retracted,dishonored
0,retted,emaciate
1,retted,mash
0,returned,exchanged
1,returned,reappeared
0,revealed,disclosed
1,revealed,voiced
0,reversed,converse
1,reversed,everted
0,reworked,reconstituted
1,reworked,reconstructed
0,ribbed,corrugated
1,ribbed,furrowed
0,ridged,corrugated
1,ridged,furrowed
0,rimmed,belted
1,rimmed,bordered
0,rinded,graze
1,rinded,pare
0,ringed,annulate
1,ringed,annulated
0,ringleted,corkscrew
1,ringleted,curling
0,riverbank,bank
1,riverbank,beach
0,rolled,coiled
1,rolled,curled
0,roomed,abide
1,roomed,reside
0,roosted,locate
1,roosted,occupy
0,rooted,entrenched
1,rooted,fixed
0,rose,red
1,rose,blush
0,rotated,alternated
1,rotated,
0,rowed,paddle
1,rowed,sail
0,rubbed,apply
1,rubbed,brush
0,rubied,bloody
1,rubied,color
0,ruddied,bloody
1,ruddied,color
0,ruffled,annoyed
1,ruffled,bewildered
0,rugged,craggy
1,rugged,hilly
0,ruined,collapsed
1,ruined,demolished
0,runted,dwarf
1,runted,dwarfed
0,ruptured,busted
1,ruptured,collapsed
0,rushed,pressed
1,rushed,driven
0,russet,burnished
1,russet,chestnut
0,sabered,hurt
1,sabered,injure
0,sacked,broken
1,sacked,demolished
0,sacred,cherished
1,sacred,divine
0,sadden,discourage
1,sadden,dishearten
0,saddled,adhered
1,saddled,baffled
0,sadness,anguish
1,sadness,grief
0,safehold,acropolis
1,safehold,alcazar
0,sagittarius,Aquarius
1,sagittarius,Aries
0,said,spoken
1,said,aforementioned
0,sailed,cross
1,sailed,cruise
0,sainted,divine
1,sainted,hallowed
0,salaried,compensated
1,salaried,indemnified
0,salted,briny
1,salted,saline
0,sanctified,anointed
1,sanctified,blessed
0,sandbank,sandbar
1,sandbank,shoal
0,sanded,abrade
1,sanded,bray
0,sang,belt out
1,sang,chant
0,sank,capsize
1,sank,decline
0,sat,cover
1,sat,install
0,satisfied,content
1,satisfied,contented
0,saturated,soaked
1,saturated,soggy
0,saturnalia,bacchanal
1,saturnalia,festival
0,savored,appreciate
1,savored,luxuriate in
0,saw,saying
1,saw,adage
0,sawed,carve
1,sawed,divide
0,scabbed,exfoliate
1,scabbed,sliver
0,scalded,charred
1,scalded,scorched
0,scaled,extent
1,scaled,proportion
0,scalpel,bayonet
1,scalpel,blade
0,scarfed,binge
1,scarfed,feast
0,scarred,awry
1,scarred,bowed
0,scatterbrained,birdbrained
1,scatterbrained,careless
0,scenewright,landscape painter
1,scenewright,scenic artist
0,scented,aromatic
1,scented,perfumed
0,schooled,accomplished
1,schooled,civilized
0,scobs,dregs
1,scobs,impurity
0,scooped,utensil
1,scooped,bail
0,scorched,dried
1,scorched,melted
0,scored,indented
1,scored,notched
0,scorned,abused
1,scorned,rejected
0,scoured,abrade
1,scoured,brush
0,scow,raft
1,scow,ark
0,scragged,execute
1,scragged,hoist
0,scraped,aching
1,scraped,aggrieved
0,scrapped,damaged
1,scrapped,abandoned
0,screened,abandoned
1,screened,beleaguered
0,screenplay,cinema
1,screenplay,feature
0,screw,tighten
1,screw,spiral
0,screwed,fast
1,screwed,robust
0,scrimped,cut back
1,scrimped,skimp
0,scrolled,circling
1,scrolled,coiled
0,scuffed,change
1,scuffed,confuse
0,sculptured,chiseled
1,sculptured,engraved
0,seadog,barnacle-back
1,seadog,mariner
0,sealed,airtight
1,sealed,closed
0,seamed,derange
1,seamed,dishevel
0,searchlight,flashlight
1,searchlight,light
0,seared,arid
1,seared,parched
0,seasoned,accomplished
1,seasoned,competent
0,seated,arranged
1,seated,located
0,secluded,cloistered
1,secluded,deserted
0,seeded,implanted
1,seeded,sown
0,seeped,bleed
1,seeped,drain
0,seesaw,fluctuate
1,seesaw,teeter
0,segmented,anecdotal
1,segmented,disjointed
0,sensed,anticipated
1,sensed,recognized
0,sent,appointed
1,sent,commissioned
0,sequestered,reclusive
1,sequestered,sheltered
0,serenade,divertimento
1,serenade,nocturne
0,serfhood,bondage
1,serfhood,servitude
0,serrated,indented
1,serrated,notched
0,serried,arranged
1,serried,congested
0,set,agreed
1,set,appointed
0,sewed,embroider
1,sewed,fasten
0,shaded,dusky
1,shaded,leafy
0,shadowed,dusky
1,shadowed,leafy
0,shafted,betray
1,shafted,cheat
0,shagged,dash
1,shagged,fly
0,shakiness,alternation
1,shakiness,anxiety
0,shamed,embarrassed
1,shamed,humiliated
0,shamefaced,abashed
1,shamefaced,chagrined
0,shammed,bogus
1,shammed,fictitious
0,shank,crus
1,shank,leg
0,shanked,brand
1,shanked,carve
0,shaped,formed
1,shaped,hammered
0,shebang,everything but the kitchen sink
1,shebang,full monty
0,shed,discard
1,shed,drop
0,sheepheaded,childish
1,sheepheaded,crazy
0,sheered,bow
1,sheered,drift
0,sheeted,cascade
1,sheeted,discharge
0,shelled,capsule
1,shelled,husk
0,sheltered,protected
1,sheltered,shady
0,shenanigan,antic
1,shenanigan,escapade
0,shielded,bulletproof
1,shielded,protected
0,shingled,cover
1,shingled,enfold
0,shipped,carried
1,shipped,delivered
0,shopworn,frayed
1,shopworn,stale
0,shored,bank
1,shored,beach
0,shorthanded,limited
1,shorthanded,poor
0,shortsighted,foolish
1,shortsighted,ill-advised
0,shouldered,accept
1,shouldered,assume
0,shred,fragment
1,shred,iota
0,shrimpy,insufficient
1,shrimpy,limited
0,shrouded,buried
1,shrouded,camouflaged
0,shrove,absolve
1,shrove,acquit
0,shul,bethel
1,shul,church house
0,shut,bar
1,shut,lock
0,sickled,shear
1,sickled,trim
0,sided,abut
1,sided,adjoin
0,sifted,analyze
1,sifted,comb
0,sigh,cry
1,sigh,exhale
0,sight,appearance
1,sight,eye
0,sigmoid,arched
1,sigmoid,crooked
0,silenced,calmed
1,silenced,censored
0,silvered,drab
1,silvered,dusty
0,simplehearted,easy
1,simplehearted,genuine
0,simplified,abridged
1,simplified,clear
0,sinewed,bolster
1,sinewed,build up
0,singed,charred
1,singed,scorched
0,singled,allocate
1,singled,allot
0,singlehanded,alone
1,singlehanded,by oneself
0,singlehearted,committed
1,singlehearted,devoted
0,sinuated,coast
1,sinuated,crawl
0,sketchy,cursory
1,sketchy,faulty
0,skewed,jagged
1,skewed,V-shaped
0,skidded,drift
1,skidded,glide
0,skied,bounce
1,skied,bound
0,skilled,able
1,skilled,adept
0,skimmed,glance
1,skimmed,graze
0,skinned,peeled
1,skinned,cut
0,skippered,cross
1,skippered,cruise
0,skirted,bound
1,skirted,define
0,skylight,aperture
1,skylight,casement
0,slacked,abate
1,slacked,decrease
0,slang,argot
1,slang,jargon
0,slashed,chiseled
1,slashed,engraved
0,sled,bobsled
1,sled,luge
0,slept,bed down
1,slept,doze
0,slewed,avert
1,slewed,bend
0,slid,accelerate
1,slid,drift
0,slight,meager
1,slight,minor
0,slimer,attenuate
1,slimer,beanpole
0,slipped,drop
1,slipped,move
0,sloped,hill
1,sloped,ramp
0,slopped,slosh
1,slopped,dash
0,slotted,announce
1,slotted,argue
0,slugabed,beachcomber
1,slugabed,deadbeat
0,slugged,bang
1,slugged,bash
0,smeared,creamy
1,smeared,fatty
0,smelled,breathe
1,smelled,detect
0,smelt,blend
1,smelt,coalesce
0,smoke,exhaust
1,smoke,fog
0,smoked,cured
1,smoked,dried
0,smothered,consumed
1,smothered,drenched
0,smudged,contaminated
1,smudged,crummy
0,smutted,smudge
1,smutted,bespatter
0,snagged,braided
1,snagged,bunched
0,snapped,airtight
1,snapped,fast
0,snatched,appropriated
1,snatched,kidnapped
0,sneaky,devious
1,sneaky,disingenuous
0,sniffy,aloof
1,sniffy,bossy
0,sniveled,gripe
1,sniveled,groan
0,snookered,choke off
1,snookered,crimp
0,snore,wheeze
1,snore,sleep
0,snuck,ambush
1,snuck,crawl
0,snuffcolored,amber
1,snuffcolored,bay
0,soaked,drowned
1,soaked,sodden
0,sobersided,austere
1,sobersided,bound
0,sodded,carpeted
1,sodded,lush
0,softheaded,absurd
1,softheaded,asinine
0,soiled,sullied
1,soiled,stained
0,sol,star
1,sol,sunlight
0,solicited,approached
1,solicited,invited
0,sorted,going
1,sorted,mended
0,sought,desired
1,sought,hunted
0,soul,conscience
1,soul,courage
0,soupy,maudlin
1,soupy,mushy
0,soured,disillusioned
1,soured,embittered
0,spa,hotel
1,spa,lodge
0,spaced,dispersed
1,spaced,distributed
0,spade,shovel
1,spade,digger
0,spaded,clear away
1,spaded,dig
0,sparked,kindle
1,sparked,precipitate
0,sparred,argue
1,sparred,bicker
0,spatted,argue
1,spatted,bicker
0,specked,daub
1,specked,mottle
0,specula,reflector
1,specula,cheval glass
0,sped,advance
1,sped,boost
0,spelt,cereal
1,spelt,grass
0,spiced,color
1,spiced,enliven
0,spied,followed
1,spied,bugged
0,spiffed,groom
1,spiffed,preen
0,spigot,nozzle
1,spigot,valve
0,spiked,barbed
1,spiked,spicate
0,spiraled,coiled
1,spiraled,curled
0,spired,convolute
1,spired,convolve
0,splashed,dash
1,splashed,sensation
0,splayed,broad
1,splayed,large
0,spoiled,rotten
1,spoiled,corrupted
0,spoilt,besmirched
1,spoilt,cooked
0,spoke,batten
1,spoke,billet
0,sponged,parasite
1,sponged,bum
0,spurred,arouse
1,spurred,drive
0,sputa,dribble
1,sputa,drool
0,squalid,dingy
1,squalid,fetid
0,squared,marked
1,squared,graphed
0,squatted,cower
1,squatted,crouch
0,squinted,peek
1,squinted,peep
0,stag,only
1,stag,unattended
0,stagecoach,Conestoga wagon
1,stagecoach,prairie schooner
0,staged,acted
1,staged,performed
0,staid,decorous
1,staid,dignified
0,standfast,combat
1,standfast,cope
0,stapled,affix
1,stapled,fasten
0,starched,polite
1,starched,precise
0,starred,carpeted
1,starred,dotted
0,starved,anorexic
1,starved,malnourished
0,stated,certain
1,stated,declared
0,steed,colt
1,steed,filly
0,steerer,aviator
1,steerer,captain
0,stelai,monument
1,stelai,brace
0,stemmed,arise
1,stemmed,derive
0,stepped,dance
1,stepped,go down
0,stereotyped,corny
1,stereotyped,dull
0,stewed,bashed
1,stewed,befuddled
0,stilted,formal
1,stilted,labored
0,stinted,deficient
1,stinted,faulty
0,stippled,checkered
1,stippled,discolored
0,stockade,barrier
1,stockade,cage
0,stoke,feed
1,stoke,stir
0,stoned,intoxicated
1,stoned,ripped
0,stonyhearted,barbarous
1,stonyhearted,brutal
0,stopped,blocked
1,stopped,interrupted
0,storied,famous
1,storied,illustrious
0,stove,boiler
1,stove,cooker
0,straight,consecutive
1,straight,nonstop
0,strained,constrained
1,strained,labored
0,straked,smear
1,straked,band
0,strapped,impoverished
1,strapped,beggared
0,stratified,laminated
1,stratified,flaky
0,streaked,barred
1,streaked,grooved
0,streamlined,sleek
1,streamlined,up-to-date
0,strew,scatter
1,strew,sprinkle
0,stringed,accommodate
1,stringed,adapt
0,striped,banded
1,striped,barred
0,stripped,deprived
1,stripped,bare
0,strived,aim
1,strived,endeavor
0,stroke,blow
1,stroke,hit
0,struck,battered
1,struck,hurt
0,structured,measured
1,structured,ordered
0,strum,pick
1,strum,pluck
0,stub,butt
1,stub,counterfoil
0,stubbled,shaggy
1,stubbled,unshaven
0,stumper,applicant
1,stumper,aspirant
0,stung,resentful
1,stung,annoying
0,stunted,dwarf
1,stunted,dwarfed
0,stupefied,amazed
1,stupefied,astonished
0,subcontracted,hire out
1,subcontracted,rent out
0,subjected,exact
1,subjected,expose
0,sublimed,admire
1,sublimed,adore
0,submerged,wrapped
1,submerged,absorbed
0,submersed,underwater
1,submersed,
0,substituted,alternated
1,substituted,
0,sudsy,lathery
1,sudsy,barmy
0,suet,flesh
1,suet,grease
0,suffragan,administrator
1,suffragan,cleric
0,suffused,emotional
1,suffused,fraught
0,suicidal,dangerous
1,suicidal,deadly
0,suitcase,bag
1,suitcase,carry-on
0,summed,estimate
1,summed,include
0,sunburned,bronzed
1,sunburned,brown
0,sunniness,animation
1,sunniness,bounce
0,sunset,dusk
1,sunset,nightfall
0,supercharged,gassed-up
1,supercharged,high geared
0,supposal,acceptance
1,supposal,belief
0,suppressed,confident
1,suppressed,easygoing
0,surfaced,camouflaged
1,surfaced,capped
0,surliness,acerbity
1,surliness,anger
0,surmised,estimated
1,surmised,guessed
0,surmounted,humbled
1,surmounted,overpowered
0,surrounded,ringed
1,surrounded,enclosed
0,suscept,defect
1,suscept,deficiency
0,suspended,dangling
1,suspended,drooping
0,sustained,constant
1,sustained,continued
0,swag,boodle
1,swag,booty
0,swam,bathe
1,swam,crawl
0,sweated,perspiration
1,sweated,steam
0,sweethearted,address
1,sweethearted,chase
0,swelled,accumulate
1,swelled,add to
0,swept,clean
1,swept,clear
0,switched,alternated
1,switched,
0,swiveled,pivot
1,swiveled,revolve
0,swooned,pass out
1,swooned,collapse
0,tableaux,illustration
1,tableaux,spectacle
0,tabled,delayed
1,tabled,suspended
0,tabulated,historical
1,tabulated,sequential
0,tailed,chased
1,tailed,dogged
0,talented,accomplished
1,talented,adept
0,tanked,buzzed
1,tanked,faced
0,tanned,brunette
1,tanned,dusky
0,tapered,cone-shaped
1,tapered,conic
0,tarred,assail
1,tarred,contravene
0,tasted,eaten
1,tasted,
0,tattered,battered
1,tattered,dilapidated
0,taught,coached
1,taught,directed
0,tease,annoy
1,tease,badger
0,tech,borstal institution
1,tech,industrial school
0,tempered,adulterated
1,tempered,cut
0,tested,approved
1,tested,certified
0,thank,acknowledge
1,thank,kiss
0,thickheaded,blockheaded
1,thickheaded,boneheaded
0,thickskulled,boneheaded
1,thickskulled,dense
0,thoroughbred,graded
