Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
3398,Bretwalda,NNP,[英역사]  브리튼 왕((초기 앵글로색슨 시대의 잉글랜드 왕의 명칭)).  ,  브리튼 왕((초기 앵글로색슨 시대의 잉글랜드 왕의 명칭)),  브리튼 왕((초기 앵글로색슨 시대의 잉글랜드 왕의 명칭)),  브리튼 왕((초기 앵글로색슨 시대의 잉글랜드 왕의 명칭)),브리튼 왕,,브리튼 왕,NaN
3399,Bretwaldadom,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3400,Bretwaldaship,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3401,Brevicipitidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3402,Brevirostrines,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3403,Briard,NNP,  브리아르 ((프랑스산 양치기 개))  ,브리아르 ((프랑스산 양치기 개))  ,브리아르 ((프랑스산 양치기 개))  ,브리아르 ((프랑스산 양치기 개))  ,브리아르 ,,브리아르 ,NaN
3404,Briarean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3405,Bribri,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3406,Bridger,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3407,Bridget,NNP,  여자 이름  ,여자 이름  ,여자 이름  ,여자 이름  ,여자 이름,,여자 이름,NaN
3408,Brigantes,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3409,Brigantia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3410,Briggsian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3411,Brighella,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3412,Brighid,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3413,Brighteyes,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3414,Brigid,NNP,"  Saint, 성(聖)브리지드(453-523): 아일랜드의 여자 수도원장; 아일랜드의 수호 성인.      2.    ",Longer,Longer,Longer,Longer,,Longer,NaN
3415,Brigittine,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3416,Brissotin,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3417,Brissotine,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3418,Bristol,NNP,  브리스틀 ((영국 서부의 항구))  ,브리스틀 ((영국 서부의 항구))  ,브리스틀 ((영국 서부의 항구))  ,브리스틀 ((영국 서부의 항구))  ,브리스틀 ,,브리스틀 ,NaN
3419,Britain,NNP,"  브리튼 섬(잉글랜드·스코틀랜드·웨일스로 나뉨) (→Great Britain, United Kingdom)  ",Longer,Longer,Longer,Longer,,Longer,England
3420,Britannia,NNP,  브리타니아(브리튼의 상징인 여성상. 보통 투구를 쓰고 방패와 삼지창을 들고 앉아 있는 모습임)  ,브리타니아(브리튼의 상징인 여성상. 보통 투구를 쓰고 방패와 삼지창을 들고 앉아 있는 모습임)  ,브리타니아(브리튼의 상징인 여성상. 보통 투구를 쓰고 방패와 삼지창을 들고 앉아 있는 모습임)  ,브리타니아(브리튼의 상징인 여성상. 보통 투구를 쓰고 방패와 삼지창을 들고 앉아 있는 모습임)  ,브리타니아,,브리타니아,Blighty
3421,Britannian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3422,Britannic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3423,Britannically,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3424,Briticism,NNP,  (다른 영어권에서는 사용되지 않는) 영국 영어 어휘[표현]  ,(다른 영어권에서는 사용되지 않는) 영국 영어 어휘[표현]  ,(다른 영어권에서는 사용되지 않는) 영국 영어 어휘[표현]  ,(다른 영어권에서는 사용되지 않는) 영국 영어 어휘[표현]  , 영국 영어 어휘,, 영국 영어 어휘,NaN
3425,British,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3426,Britisher,NNP,[구식  美  비격식]  영국인  ,  영국인  ,  영국인  ,  영국인  ,영국인,,영국인,NaN
3427,Britishhood,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3428,Britishism,NNP,  (=Briticism)  ,(=Briticism)  ,(=Briticism)  ,(=Briticism)  ,,,,NaN
3429,Britishly,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3430,Britishness,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3431,Briton,NNP,[격식]  영국인  ,  영국인  ,  영국인  ,  영국인  ,영국인,,영국인,NaN
3432,Britoness,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3433,Brittany,NNP,"  브르타뉴 ((프랑스 북서부의 반도, 프랑스명 Bretagne))  ","브르타뉴 ((프랑스 북서부의 반도, 프랑스명 Bretagne))  ","브르타뉴 ((프랑스 북서부의 반도, 프랑스명 Bretagne))  ","브르타뉴 ((프랑스 북서부의 반도, 프랑스명 Bretagne))  ",브르타뉴 ,,브르타뉴 ,NaN
3434,Briza,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3435,Broadbrim,NNP,"  테가 넓은 모자, [B~] [미·구어] 퀘이커 교도(Quaker)  ","테가 넓은 모자, [B~] [미·구어] 퀘이커 교도(Quaker)  ","테가 넓은 모자, [B~] [미·구어] 퀘이커 교도(Quaker)  ","테가 넓은 모자, [B~] [미·구어] 퀘이커 교도(Quaker)  ","테가 넓은 모자,  퀘이커 교도",,"테가 넓은 모자,  퀘이커 교도",NaN
3436,Broadwayite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3437,Brobdingnag,NNP,  거인국(巨人國) ((Swift작 Gulliver’s Travels에서))  ,거인국(巨人國) ((Swift작 Gulliver’s Travels에서))  ,거인국(巨人國) ((Swift작 Gulliver’s Travels에서))  ,거인국(巨人國) ((Swift작 Gulliver’s Travels에서))  ,거인국,,거인국,NaN
3438,Brobdingnagian,NNP,"  거인, 거인국의 주민  ","거인, 거인국의 주민  ","거인, 거인국의 주민  ","거인, 거인국의 주민  ","거인, 거인국의 주민",,"거인, 거인국의 주민",colossal
3439,Brodiaea,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3440,Bromeikon,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3441,Bromelia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3442,Bromeliaceae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3443,Bromios,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3444,Bromius,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3445,Bromus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3446,Bronteana,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
3447,Brontesque,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
